GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1292362287,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,,,,,,,,,,,0,15,15,1,1,0.0,7,1,7,-6.76982591876209,4,"Tel Hashomer, HaMerkaz, Israel",IS,IS02,18316,32.0539,34.8481,-781581,0,,,,,,,,4,"Tel Hashomer, HaMerkaz, Israel",IS,IS02,18316,32.0539,34.8481,-781581,20260304154500,https://www.islamicinvitationturkey.com/watch-hezbollah-strikes-deep-despite-brutal-zionist-attacks/
1292362288,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,,,,,,,,,,,0,111,111,11,3,-2.0,4,1,4,-9.12162162162166,1,Israel,IS,IS,,31.5,34.75,IS,0,,,,,,,,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://news.webindia123.com/news/Articles/India/20260304/4423467.html
1292362292,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,CVL,RESIDENTS,,,,,,CVL,,,1,43,43,4,1,2.8,2,1,2,-4.15430267062315,1,Israel,IS,IS,,31.5,34.75,IS,4,"Saida, Liban-Sud, Lebanon",LE,LE06,18805,33.5631,35.3689,-810346,4,"Saida, Liban-Sud, Lebanon",LE,LE06,18805,33.5631,35.3689,-810346,20260304154500,https://aleteia.org/2026/03/04/lebanon-they-yearn-for-an-ordinary-life/
1292362293,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,120,120,12,3,-4.0,4,2,4,-4.386957181901,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.wkyufm.org/news/2026-03-04/the-u-s-sinks-irans-ships-and-slams-its-missile-launchers-as-the-war-enters-day-5
1292362294,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,143,143,14,3,-6.5,1,1,1,-10.6100795755968,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,1,Israel,IS,IS,,31.5,34.75,IS,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,20260304154500,https://www.presstv.ir/Detail/2026/03/04/764951/Another-girls-school-targeted-in-US-Israeli-attacks-on-Iran
1292362295,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,143,143,14,3,-6.5,8,1,8,-10.6100795755968,1,Israel,IS,IS,,31.5,34.75,IS,5,"Hormozgan, Hormozgan, Iran",IR,IR11,40970,27.75,56.5,-3066740,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.presstv.ir/Detail/2026/03/04/764951/Another-girls-school-targeted-in-US-Israeli-attacks-on-Iran
1292362296,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,143,143,14,3,-6.5,1,1,1,-10.6100795755968,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,20260304154500,https://www.presstv.ir/Detail/2026/03/04/764951/Another-girls-school-targeted-in-US-Israeli-attacks-on-Iran
1292362297,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,180,180,18,4,-9.0,1,1,1,-10.0,1,Israel,IS,IS,,31.5,34.75,IS,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.islamicinvitationturkey.com/us-israeli-strikes-target-another-girls-school-in-iran/
1292362298,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,190,190,19,4,-10.0,10,1,10,-10.6100795755968,1,Israel,IS,IS,,31.5,34.75,IS,5,"Hormozgan, Hormozgan, Iran",IR,IR11,40970,27.75,56.5,-3066740,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.presstv.ir/Detail/2026/03/04/764951/Another-girls-school-targeted-in-US-Israeli-attacks-on-Iran
1292362300,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,GOV,GOVERNMENT OFFICIAL,,,,,,GOV,,,1,195,195,19,4,-10.0,2,1,2,-4.10094637223975,1,Israel,IS,IS,,31.5,34.75,IS,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.yahoo.com/news/articles/pakistan-then-iran-chinese-air-130000354.html
1292362301,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,20,20,2,1,3.0,2,1,2,-5.78905630452022,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://www.aljazeera.com/news/2026/3/4/why-are-the-us-and-israel-framing-the-ongoing-conflict-as-a-religious-war
1292362302,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,20,20,2,1,3.0,2,1,2,-5.78905630452022,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,1,Iran,IR,IR,,32.0,53.0,IR,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260304154500,https://www.aljazeera.com/news/2026/3/4/why-are-the-us-and-israel-framing-the-ongoing-conflict-as-a-religious-war
1292362303,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,20,20,2,1,3.0,1,1,1,-5.78905630452022,1,Qatar,QA,QA,,25.5,51.25,QA,1,Iran,IR,IR,,32.0,53.0,IR,1,Qatar,QA,QA,,25.5,51.25,QA,20260304154500,https://www.aljazeera.com/news/2026/3/4/why-are-the-us-and-israel-framing-the-ongoing-conflict-as-a-religious-war
1292362304,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,20,20,2,1,3.0,1,1,1,-5.78905630452022,1,Qatar,QA,QA,,25.5,51.25,QA,1,Qatar,QA,QA,,25.5,51.25,QA,1,Qatar,QA,QA,,25.5,51.25,QA,20260304154500,https://www.aljazeera.com/news/2026/3/4/why-are-the-us-and-israel-framing-the-ongoing-conflict-as-a-religious-war
1292362305,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,1712,171,17,4,-9.2,1,1,1,-10.6100795755968,1,Israel,IS,IS,,31.5,34.75,IS,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.presstv.ir/Detail/2026/03/04/764951/Another-girls-school-targeted-in-US-Israeli-attacks-on-Iran
1292362306,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,IRN,URMIA,IRN,,,,,,,,1,1712,171,17,4,-9.2,7,1,7,-10.6100795755968,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.presstv.ir/Detail/2026/03/04/764951/Another-girls-school-targeted-in-US-Israeli-attacks-on-Iran
1292362307,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,173,173,17,4,-5.0,2,1,2,-4.28571428571429,1,Israel,IS,IS,,31.5,34.75,IS,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.islamicinvitationturkey.com/araghchi-accuses-trump-of-diplomacy-breach-and-u-s-betrayal-with-iran-assault/
1292362311,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,186,186,18,4,-10.0,1,1,1,-0.42918454935622,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://pmnewsnigeria.com/2026/03/04/middle-east-tension-iran-set-to-announce-new-supreme-leader/
1292362312,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,186,186,18,4,-10.0,1,1,1,-0.42918454935622,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://pmnewsnigeria.com/2026/03/04/middle-east-tension-iran-set-to-announce-new-supreme-leader/
1292362314,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,190,190,19,4,-10.0,4,1,4,-1.44665461121157,4,"Basij, Fars, Iran",IR,IR07,41029,30.608,53.1874,10467014,4,"Basij, Fars, Iran",IR,IR07,41029,30.608,53.1874,10467014,4,"Basij, Fars, Iran",IR,IR07,41029,30.608,53.1874,10467014,20260304154500,https://www.independent.co.uk/news/world/middle-east/iran-ayatollah-mojtaba-khamenei-successor-b2931574.html
1292362315,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,195,195,19,4,-10.0,1,1,1,-4.10094637223975,1,Israel,IS,IS,,31.5,34.75,IS,1,China,CH,CH,,35.0,105.0,CH,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.yahoo.com/news/articles/pakistan-then-iran-chinese-air-130000354.html
1292362316,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,IRNEDU,IRAN,IRN,,,,,EDU,,,1,180,180,18,4,-9.0,2,1,2,-10.0,1,Israel,IS,IS,,31.5,34.75,IS,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.islamicinvitationturkey.com/us-israeli-strikes-target-another-girls-school-in-iran/
1292362317,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,IRNEDU,IRAN,IRN,,,,,EDU,,,1,190,190,19,4,-10.0,8,1,8,-10.0,1,Israel,IS,IS,,31.5,34.75,IS,4,"Urmia, Az¯arbayjan-e Gharbi, Iran",IR,IR01,41057,37.5553,45.0724,-3077456,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.islamicinvitationturkey.com/us-israeli-strikes-target-another-girls-school-in-iran/
1292362318,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,IRNEDU,IRAN,IRN,,,,,EDU,,,1,190,190,19,4,-10.0,2,1,2,-10.0,1,United States,US,US,,39.828175,-98.5795,US,4,"Urmia, Az¯arbayjan-e Gharbi, Iran",IR,IR01,41057,37.5553,45.0724,-3077456,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.islamicinvitationturkey.com/us-israeli-strikes-target-another-girls-school-in-iran/
1292362320,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,ISRMIL,ISRAEL,ISR,,,,,MIL,,,1,150,150,15,4,-7.2,2,1,2,-4.10094637223975,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.yahoo.com/news/articles/pakistan-then-iran-chinese-air-130000354.html
1292362321,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,ISRMIL,ISRAEL,ISR,,,,,MIL,,,1,150,150,15,4,-7.2,2,1,2,-4.10094637223975,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.yahoo.com/news/articles/pakistan-then-iran-chinese-air-130000354.html
1292362322,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,ISRMIL,ISRAEL,ISR,,,,,MIL,,,1,154,154,15,4,-7.2,4,1,4,-4.10094637223975,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.yahoo.com/news/articles/pakistan-then-iran-chinese-air-130000354.html
1292362324,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,LBNGOVHLH,LEBANON,LBN,,,,,GOV,HLH,,0,194,194,19,4,-10.0,4,2,4,-4.386957181901,1,Israel,IS,IS,,31.5,34.75,IS,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.wkyufm.org/news/2026-03-04/the-u-s-sinks-irans-ships-and-slams-its-missile-launchers-as-the-war-enters-day-5
1292362325,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,MIL,ARMY,,,,,,MIL,,,1,190,190,19,4,-10.0,3,1,3,-6.76982591876209,4,"Metula, Ha?afon, Israel",IS,IS03,18314,33.2792,35.5795,-780681,4,"Metula, Ha?afon, Israel",IS,IS03,18314,33.2792,35.5795,-780681,4,"Metula, Ha?afon, Israel",IS,IS03,18314,33.2792,35.5795,-780681,20260304154500,https://www.islamicinvitationturkey.com/watch-hezbollah-strikes-deep-despite-brutal-zionist-attacks/
1292362327,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,MOS,MUSLIM,,,,MOS,,,,,0,51,51,5,1,3.4,8,1,8,-2.93757649938801,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260304154500,https://www.presstv.ir/Detail/2026/02/27/764806/modi-israel-visit-shows-morality-no-longer-guides-india-foreign-policy-journalist
1292362329,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,MOS,ISLAMIC,,,,MOS,,,,,0,190,190,19,4,-10.0,1,1,1,-4.28571428571429,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.islamicinvitationturkey.com/araghchi-accuses-trump-of-diplomacy-breach-and-u-s-betrayal-with-iran-assault/
1292362330,20260304,202603,2026,2026.1753,ISR,ISRAELI,ISR,,,,,,,,NGOHLHIRC,RED CRESCENT,,IRC,,,,NGO,HLH,,0,190,190,19,4,-10.0,2,1,2,-10.6100795755968,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,20260304154500,https://www.presstv.ir/Detail/2026/03/04/764951/Another-girls-school-targeted-in-US-Israeli-attacks-on-Iran
1292362333,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,PSE,OCCUPIED TERRITORIES,PSE,,,,,,,,1,42,42,4,1,1.9,1,1,1,-2.93757649938801,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260304154500,https://www.presstv.ir/Detail/2026/02/27/764806/modi-israel-visit-shows-morality-no-longer-guides-india-foreign-policy-journalist
1292362335,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,UAF,MILITANT,,,,,,UAF,,,1,110,110,11,3,-2.0,10,1,10,-4.34782608695652,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.africanews.com/2026/03/04/un-says-tens-of-thousand-displaced-in-lebanon-amid-israeli-strikes/
1292362336,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,USA,THE US,USA,,,,,,,,1,40,40,4,1,1.0,5,1,5,-5.18834399431414,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,18316,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,18316,32.0667,34.7667,-781545,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://tass.com/politics/2096327
1292362337,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,51,51,5,1,3.4,2,1,2,-1.01975780752072,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,3,"Evanston, Illinois, United States",US,USIL,IL031,42.0411,-87.6901,408101,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260304154500,https://dailynorthwestern.com/2026/03/04/city/mayor-daniel-biss-isnt-afraid-to-make-waves-now-hes-aiming-for-washington/
1292362339,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,57,57,5,1,8.0,2,1,2,-6.88622754491018,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,United States,US,US,,39.828175,-98.5795,US,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.islamicinvitationturkey.com/irgc-ground-force-initiates-trio-of-operations-countering-alleged-israeli-us-hostilities/
1292362340,20260304,202603,2026,2026.1753,ISR,ISRAEL,ISR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,57,57,5,1,8.0,8,1,8,-6.88622754491018,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.islamicinvitationturkey.com/irgc-ground-force-initiates-trio-of-operations-countering-alleged-israeli-us-hostilities/
1292362341,20260304,202603,2026,2026.1753,ISRGOV,ISRAEL,ISR,,,,,GOV,,,CAN,CANADA,CAN,,,,,,,,0,40,40,4,1,1.0,2,1,2,-2.92134831460675,1,Oman,MU,MU,,21.0,57.0,MU,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260304154500,https://www.castanetkamloops.net/news/Canada/601813/Canada-secures-limited-seats-on-commercial-flights-from-Lebanon-as-conflict-widens
1292362342,20260304,202603,2026,2026.1753,ISRGOV,ISRAEL,ISR,,,,,GOV,,,ISR,TEL AVIV,ISR,,,,,,,,0,874,87,8,2,10.0,2,1,2,-2.05973223480948,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://talkingpointsmemo.com/news/iran-blood-moon-purim-end-times-trump
1292362343,20260304,202603,2026,2026.1753,ISRGOV,ISRAEL,ISR,,,,,GOV,,,ISR,TEL AVIV,ISR,,,,,,,,0,874,87,8,2,10.0,8,1,8,-2.05973223480948,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://talkingpointsmemo.com/news/iran-blood-moon-purim-end-times-trump
1292362344,20260304,202603,2026,2026.1753,ISRGOV,ISRAEL,ISR,,,,,GOV,,,JOR,JORDAN,JOR,,,,,,,,0,20,20,2,1,3.0,1,1,1,-2.57648953301127,1,Israel,IS,IS,,31.5,34.75,IS,4,"Cairo, Al Qahirah, Egypt",EG,EG11,65350,30.05,31.25,-290692,4,"Cairo, Al Qahirah, Egypt",EG,EG11,65350,30.05,31.25,-290692,20260304154500,https://www.upi.com/Top_News/World-News/2026/03/04/evacuate-americans-middle-east-war/9141772636040/
1292362345,20260304,202603,2026,2026.1753,ISRGOV,ISRAEL,ISR,,,,,GOV,,,JOR,JORDAN,JOR,,,,,,,,0,20,20,2,1,3.0,1,1,1,-2.57648953301127,1,Israel,IS,IS,,31.5,34.75,IS,1,Jordan,JO,JO,,31.0,36.0,JO,1,Jordan,JO,JO,,31.0,36.0,JO,20260304154500,https://www.upi.com/Top_News/World-News/2026/03/04/evacuate-americans-middle-east-war/9141772636040/
1292362346,20260304,202603,2026,2026.1753,ISRMIL,ISRAELI,ISR,,,,,MIL,,,,,,,,,,,,,1,150,150,15,4,-7.2,6,1,6,-4.10094637223975,1,Israel,IS,IS,,31.5,34.75,IS,0,,,,,,,,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.yahoo.com/news/articles/pakistan-then-iran-chinese-air-130000354.html
1292362347,20260304,202603,2026,2026.1753,ISRMIL,ISRAEL,ISR,,,,,MIL,,,CVL,RESIDENTS,,,,,,CVL,,,0,138,138,13,3,-7.0,1,1,1,-2.92134831460675,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260304154500,https://www.castanetkamloops.net/news/Canada/601813/Canada-secures-limited-seats-on-commercial-flights-from-Lebanon-as-conflict-widens
1292362348,20260304,202603,2026,2026.1753,ISRMIL,ISRAEL,ISR,,,,,MIL,,,CVL,RESIDENTS,,,,,,CVL,,,0,138,138,13,3,-7.0,1,1,1,-2.92134831460675,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://www.castanetkamloops.net/news/Canada/601813/Canada-secures-limited-seats-on-commercial-flights-from-Lebanon-as-conflict-widens
1292362349,20260304,202603,2026,2026.1753,ISRMIL,ISRAELI,ISR,,,,,MIL,,,GOV,GOVERNMENT OFFICIAL,,,,,,GOV,,,1,195,195,19,4,-10.0,3,1,3,-4.10094637223975,1,Israel,IS,IS,,31.5,34.75,IS,1,China,CH,CH,,35.0,105.0,CH,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.yahoo.com/news/articles/pakistan-then-iran-chinese-air-130000354.html
1292362350,20260304,202603,2026,2026.1753,ISRMIL,ISRAELI,ISR,,,,,MIL,,,IRN,IRAN,IRN,,,,,,,,0,173,173,17,4,-5.0,4,1,4,-4.28571428571429,1,Israel,IS,IS,,31.5,34.75,IS,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.islamicinvitationturkey.com/araghchi-accuses-trump-of-diplomacy-breach-and-u-s-betrayal-with-iran-assault/
1292362351,20260304,202603,2026,2026.1753,ISRMIL,ISRAEL,ISR,,,,,MIL,,,IRN,IRAN,IRN,,,,,,,,0,173,173,17,4,-5.0,2,1,2,-4.28571428571429,1,United States,US,US,,39.828175,-98.5795,US,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.islamicinvitationturkey.com/araghchi-accuses-trump-of-diplomacy-breach-and-u-s-betrayal-with-iran-assault/
1292362352,20260304,202603,2026,2026.1753,ISRMIL,ISRAEL,ISR,,,,,MIL,,,IRN,IRAN,IRN,,,,,,,,1,190,190,19,4,-10.0,2,1,2,-6.88622754491018,1,United States,US,US,,39.828175,-98.5795,US,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.islamicinvitationturkey.com/irgc-ground-force-initiates-trio-of-operations-countering-alleged-israeli-us-hostilities/
1292362353,20260304,202603,2026,2026.1753,ISRMIL,ISRAEL,ISR,,,,,MIL,,,ISR,ISRAELI,ISR,,,,,,,,1,40,40,4,1,1.0,2,1,2,-0.28735632183908,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://timesofindia.indiatimes.com/world/middle-east/next-mission-waiting-for-you-what-israels-air-force-commander-told-f-35-pilot-who-shot-down-iranian-jet-over-tehran/articleshow/129034521.cms
1292362354,20260304,202603,2026,2026.1753,ISRMIL,ISRAELI,ISR,,,,,MIL,,,ISR,ISRAEL,ISR,,,,,,,,1,43,43,4,1,2.8,5,1,5,-4.15430267062315,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,4,"Saida, Liban-Sud, Lebanon",LE,LE06,18805,33.5631,35.3689,-810346,20260304154500,https://aleteia.org/2026/03/04/lebanon-they-yearn-for-an-ordinary-life/
1292362355,20260304,202603,2026,2026.1753,ISRMIL,ISRAEL,ISR,,,,,MIL,,,LBN,BEIRUT,LBN,,,,,,,,0,174,174,17,4,-5.0,1,1,1,-2.92134831460675,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,20260304154500,https://www.castanetkamloops.net/news/Canada/601813/Canada-secures-limited-seats-on-commercial-flights-from-Lebanon-as-conflict-widens
